Country Name,year,Access to electricity (% of population) (lag 5),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+) (lag 5),"Commercial bank branches (per 100,000 adults) (lag 7)",Domestic credit to private sector (% of GDP) (lag 7),Individuals using the Internet (% of population) (lag 4),Mobile cellular subscriptions (per 100 people) (lag 4),Urban population (% of total population) (lag 5)
Panama,1985,,,,,,0.0,50.447
Panama,1986,,,,,,0.0,50.786
Panama,1987,,,,,,0.0,51.126
Panama,1988,,,,,,0.0,51.465
Panama,1989,,,,,,0.0,51.805
Panama,1990,,,,,,0.0,52.143
Panama,1991,,,,,,0.0,52.482
Panama,1992,,,,,,0.0,52.82
Panama,1993,,,,,,0.0,53.159
Panama,1994,,,,,0.0,0.0,53.497
Panama,1995,70.19,,,,,0.0,53.903
Panama,1996,73.4431304931641,,,,,0.0,54.757
Panama,1997,74.2556381225586,,,,,0.0,55.609
Panama,1998,75.0674591064453,,,,0.00764,0.0,56.456
Panama,1999,75.8779220581055,,,,0.0561,0.0,57.301
Panama,2000,76.6863403320313,,,,0.22,0.25256115,58.141
Panama,2001,77.4920425415039,,,,0.539,0.830058925,58.978
Panama,2002,78.2943496704102,,,,2.75,2.976698822,59.807
Panama,2003,79.0925750732422,,,,3.84,7.912963114,60.632
Panama,2004,79.8859558105469,,,,6.55,13.67214451,61.451
Panama,2005,81.4,,,,7.27,15.52228927,62.198
Panama,2006,81.5,,,,8.52,16.8486602,62.497
Panama,2007,82.1,,,,9.99,21.76276901,62.794
Panama,2008,87.8,,,,11.1,38.84758508,63.091
Panama,2009,83.4,,,,11.5,52.89805885,63.387
Panama,2010,84.1,,,,17.3,64.55108304,63.682
Panama,2011,84.8,,,,22.3,87.73233237,63.976
Panama,2012,85.5,,,,33.8,112.0153602,64.268
Panama,2013,86.3,,,,39.1,170.4438993,64.56
Panama,2014,87.0,,21.5949829736666,,40.1,183.417508,64.851
Panama,2015,86.9,,22.6267269666227,,42.7,182.5975676,65.14
Panama,2016,88.6,24.93,22.4973580536162,,40.3,165.480489,65.437
Panama,2017,89.3,,22.8386136260002,82.0699638901572,44.0,162.3588926,65.741
Panama,2018,89.1,,22.7804340111498,80.3174014231941,44.9,177.5895959,66.052
Panama,2019,90.8,43.66,22.384004890849,79.5923009811289,51.2,145.1045438,66.371
Panama,2020,91.6,,23.7188872620791,65.4374135780348,54.0,127.7034008,66.696
Panama,2021,92.4,,24.094839007393,80.8728229135061,60.0,128.909028,67.027
Panama,2022,93.7,46.49,23.7417070849328,82.9324277346101,61.8,137.3834585,67.365
Panama,2023,93.8,,23.4943573983663,84.1908718597278,63.6,137.6404715,67.709
Paraguay,1975,,,,,,,
Paraguay,1976,,,,,,,
Paraguay,1977,,,,,,,
Paraguay,1978,,,,,,,
Paraguay,1979,,,,,,0.0,
Paraguay,1980,,,,,,0.0,38.981
Paraguay,1981,,,,,,0.0,39.518
Paraguay,1982,,,,18.0750266489532,,0.0,40.056
Paraguay,1983,,,,18.8510246696159,,0.0,40.598
Paraguay,1984,,,,18.9494029103379,,0.0,41.141
Paraguay,1985,,,,19.4175332204798,,0.0,41.688
Paraguay,1986,,,,18.6338191092508,,0.0,42.235
Paraguay,1987,,,,18.9051295456046,,0.0,42.785
Paraguay,1988,,,,17.6206065001714,,0.0,43.512
Paraguay,1989,,,,18.5727911646586,,0.0,44.247
Paraguay,1990,,,,17.4162610509622,,0.0,44.983
Paraguay,1991,,,,15.4569488479944,,0.0,45.722
Paraguay,1992,,,,12.9054595296858,,0.0,46.463
Paraguay,1993,,,,12.8540020417518,,0.0,47.207
Paraguay,1994,,,,11.4637550062004,0.0,0.0,47.949
Paraguay,1995,,,,13.5695285288836,,0.0,48.694
Paraguay,1996,,,,13.3072132115782,,0.035070893,49.439
Paraguay,1997,,,,14.3157588729945,,0.077287822,50.186
Paraguay,1998,,,,16.943490864555,,0.170400158,50.844
Paraguay,1999,,,,19.9674747380848,,0.343338075,51.488
Paraguay,2000,77.469114,,,23.1053892876801,0.0204,0.697419336,52.131
Paraguay,2001,86.2600555419922,,,26.8791011636639,0.0996,1.748338466,52.774
Paraguay,2002,86.412854,,,23.9644446507837,0.195,4.702393647,53.414
Paraguay,2003,87.7623672485352,,,25.7856591710819,0.382,8.667097358,54.054
Paraguay,2004,88.518177,,,32.7741011877268,0.748,16.0194964,54.693
Paraguay,2005,89.6,,,24.5219309952657,1.1,22.06640992,55.331
Paraguay,2006,91.0,,,25.0551605442253,1.79,31.53341939,55.966
Paraguay,2007,91.7,,,23.7603984264133,2.11,33.0704465,56.6
Paraguay,2008,92.6,,,24.1686675413357,3.45,32.29215977,56.977
Paraguay,2009,93.2,,,20.8556279671977,7.91,34.45393525,57.305
Paraguay,2010,94.7,,,12.6861707511378,7.96,58.41069259,57.633
Paraguay,2011,96.7,,4.43384729013171,12.2968111859529,11.2,83.97567218,57.96
Paraguay,2012,96.5,,4.28324468920491,12.2808884618236,14.3,102.5794009,58.286
Paraguay,2013,96.7,,4.36400745685787,11.6682860592129,18.9,98.52812081,58.612
Paraguay,2014,96.9,,4.66264399341744,13.7176649664944,19.8,102.6392137,58.937
Paraguay,2015,97.4,,6.21488990766449,18.759698013852,24.8,111.7235159,59.261
Paraguay,2016,98.2,21.72,7.70606126582612,21.5814306496874,29.3,114.6941362,59.584
Paraguay,2017,97.8,,9.2829118658627,25.4241390581724,36.9,117.4443175,59.907
Paraguay,2018,99.0,,10.2999799567958,28.9522503181962,43.0,119.9410874,60.197
Paraguay,2019,99.0,,10.8476040416489,31.5463020861537,49.7,119.974846,60.474
Paraguay,2020,99.3,,11.1779552295009,34.3778942787921,53.4,119.5138493,60.75
Paraguay,2021,98.4,,9.85894346335419,38.1381490369685,61.1,117.5106256,61.026
Paraguay,2022,99.3,48.65,10.9713257065149,43.3496464702998,65.0,115.4634996,61.3
Paraguay,2023,99.6,,10.9486490075701,41.3557191308076,68.5,118.8639678,61.585
Peru,1975,,,,,,,
Peru,1976,,,,,,,
Peru,1977,,,,,,,
Peru,1978,,,,,,,
Peru,1979,,,,,,0.0,
Peru,1980,,,,,,0.0,61.461
Peru,1981,,,,,,0.0,62.093
Peru,1982,,,,9.31933543780136,,0.0,62.719
Peru,1983,,,,8.49407207539135,,0.0,63.341
Peru,1984,,,,7.13359674027205,,0.0,63.96
Peru,1985,,,,6.08778798695608,,0.0,64.574
Peru,1986,,,,6.13360311060857,,0.0,65.182
Peru,1987,,,,8.95031624479363,,0.0,65.61
Peru,1988,,,,11.6347612717009,,0.0,66.031
Peru,1989,,,,11.5706334927974,,0.0,66.449
Peru,1990,,,,13.4170722208641,,0.0,66.864
Peru,1991,,,,12.0536520691504,,0.0,67.277
Peru,1992,,,,9.8086105935753,,0.0,67.687
Peru,1993,,,,8.478288173376,,0.0,68.095
Peru,1994,,,,7.49064976713593,0.0,0.007462991,68.499
Peru,1995,,,,8.86295614679566,,0.025240218,68.901
Peru,1996,,,,8.28238804812434,,0.093503571,69.3
Peru,1997,70.1,,,8.01727273669053,,0.154376891,69.697
Peru,1998,64.7489929199219,,,6.97792993174603,0.0085,0.21765183,70.089
Peru,1999,66.0529327392578,,,9.07959617883951,0.0334,0.300800992,70.521
Peru,2000,67.3548355102539,,,11.1164859235556,0.246,0.806879781,70.951
Peru,2001,67.0,,,13.2835593787724,0.403,1.662951236,71.377
Peru,2002,69.16024,,,15.8738764208443,1.19,2.876425359,71.798
Peru,2003,72.072063,,,21.025323363273,1.95,3.859914577,72.216
Peru,2004,74.078523,,,24.4097995545657,3.08,4.779155172,72.631
Peru,2005,72.5,,,28.1910496598723,7.58,6.638127117,73.042
Peru,2006,72.1,,,28.9773282546112,8.97,8.43967421,73.448
Peru,2007,74.4,,,26.3416775572587,11.6,10.60821354,73.85
Peru,2008,74.4,,,23.4478078840921,14.1,14.67186871,74.249
Peru,2009,75.7,,,22.2020482940238,17.1,19.83622779,74.644
Peru,2010,77.2,,,19.9857411626907,20.7,32.13408596,75.034
Peru,2011,80.2,,4.15933021749164,17.9102399219746,25.2,53.90572862,75.421
Peru,2012,82.0,,4.28499267328807,19.066421608863,30.6,72.73380352,75.803
Peru,2013,84.7,,4.45797770518099,20.8131640208248,31.4,85.14627675,76.052
Peru,2014,86.4,,5.1266936706306,24.6070736917389,34.8,99.60853686,76.241
Peru,2015,88.1,,6.6298100559419,29.7639607500021,36.0,110.1218612,76.43
Peru,2016,89.7,20.46,6.74316089961862,30.0145290325562,38.2,98.78481683,76.617
Peru,2017,91.1,,6.84419654543567,30.261687153432,39.2,99.18268397,76.804
Peru,2018,92.1,,7.10325436850144,32.3092275000503,40.2,105.0276552,76.989
Peru,2019,92.9,28.98,7.72711349614699,34.0437468209084,40.9,111.4742209,77.173
Peru,2020,93.9,,7.88992227817477,37.7199291764532,45.5,118.631109,77.357
Peru,2021,94.2,,8.20784612815067,40.8996268175973,50.5,123.1285796,77.539
Peru,2022,94.8,42.6,8.34542168801821,43.8679314540477,55.1,130.8994047,77.72
Peru,2023,95.2,,8.16745728279023,42.8090253456419,60.0,121.3854737,77.907
Puerto Rico,1975,,,,,,,
Puerto Rico,1976,,,,,,,
Puerto Rico,1977,,,,,,,
Puerto Rico,1978,,,,,,,
Puerto Rico,1979,,,,,,0.0,
Puerto Rico,1980,,,,,,0.0,62.77
Puerto Rico,1981,,,,,,0.0,63.637
Puerto Rico,1982,,,,,,0.0,64.492
Puerto Rico,1983,,,,,,0.0,65.34
Puerto Rico,1984,,,,,,0.0,66.178
Puerto Rico,1985,,,,,,0.0,67.835
Puerto Rico,1986,,,,,,0.0,71.772
Puerto Rico,1987,,,,,,0.0,75.406
Puerto Rico,1988,,,,,,0.0,78.711
Puerto Rico,1989,,,,,,0.0,81.684
Puerto Rico,1990,,,,,,,84.317
Puerto Rico,1991,,,,,,0.113145013,86.637
Puerto Rico,1992,,,,,,0.249428751,88.66
Puerto Rico,1993,,,,,,0.330133035,90.413
Puerto Rico,1994,,,,,0.0,0.574782379,91.915
Puerto Rico,1995,99.9834289550781,,,,,0.933644455,92.942
Puerto Rico,1996,99.9930953979492,,,,,1.660840346,93.106
Puerto Rico,1997,99.9986190795898,,,,,2.606297858,93.267
Puerto Rico,1998,100.0,,,,0.0273,4.760934438,93.424
Puerto Rico,1999,100.0,,,,0.135,7.746401702,93.578
Puerto Rico,2000,100.0,,,,0.268,8.813733136,93.729
Puerto Rico,2001,100.0,,,,1.33,9.761889689,93.876
Puerto Rico,2002,100.0,,,,2.65,15.32268248,94.02
Puerto Rico,2003,100.0,,,,5.27,21.35893536,94.161
Puerto Rico,2004,100.0,,,,10.5,34.44112369,94.298
Puerto Rico,2005,100.0,,,,15.6,42.48709139,94.387
Puerto Rico,2006,100.0,,,,17.5,42.9921585,94.333
Puerto Rico,2007,100.0,,,,19.7,44.67402476,94.278
Puerto Rico,2008,100.0,,,,22.1,48.41260381,94.224
Puerto Rico,2009,100.0,,,,23.4,52.38297449,94.168
Puerto Rico,2010,100.0,,,,25.4,57.99316323,94.112
Puerto Rico,2011,100.0,,,,27.9,64.40340728,94.056
Puerto Rico,2012,100.0,,,,38.0,67.69145568,93.999
Puerto Rico,2013,100.0,,,,41.5,72.53981075,93.942
Puerto Rico,2014,100.0,,,,45.3,78.9147271,93.884
Puerto Rico,2015,100.0,,,,48.0,84.20089424,93.825
Puerto Rico,2016,100.0,,,,69.0,83.37088585,93.773
Puerto Rico,2017,100.0,,,,69.0,85.34247962,93.726
Puerto Rico,2018,100.0,,,,76.1,90.13525243,93.686
Puerto Rico,2019,100.0,69.74,,,63.5,91.64100665,93.651
Puerto Rico,2020,100.0,,,,68.6,94.73994535,93.624
Puerto Rico,2021,100.0,,,,68.7,100.6830426,93.602
Puerto Rico,2022,100.0,,,,70.9,100.3319104,93.587
Puerto Rico,2023,100.0,,,,77.7,102.4016319,93.578
Sint Maarten (Dutch part),1975,,,,,,,
Sint Maarten (Dutch part),1976,,,,,,,
Sint Maarten (Dutch part),1977,,,,,,,
Sint Maarten (Dutch part),1978,,,,,,,
Sint Maarten (Dutch part),1979,,,,,,,
Sint Maarten (Dutch part),1980,,,,,,,100.0
Sint Maarten (Dutch part),1981,,,,,,,100.0
Sint Maarten (Dutch part),1982,,,,,,,100.0
Sint Maarten (Dutch part),1983,,,,,,,100.0
Sint Maarten (Dutch part),1984,,,,,,,100.0
Sint Maarten (Dutch part),1985,,,,,,,100.0
Sint Maarten (Dutch part),1986,,,,,,,100.0
Sint Maarten (Dutch part),1987,,,,,,,100.0
Sint Maarten (Dutch part),1988,,,,,,,100.0
Sint Maarten (Dutch part),1989,,,,,,,100.0
Sint Maarten (Dutch part),1990,,,,,,,100.0
Sint Maarten (Dutch part),1991,,,,,,,100.0
Sint Maarten (Dutch part),1992,,,,,,,100.0
Sint Maarten (Dutch part),1993,,,,,,,100.0
Sint Maarten (Dutch part),1994,,,,,,,100.0
Sint Maarten (Dutch part),1995,100.0,,,,,,100.0
Sint Maarten (Dutch part),1996,100.0,,,,,,100.0
Sint Maarten (Dutch part),1997,100.0,,,,,,100.0
Sint Maarten (Dutch part),1998,100.0,,,,,,100.0
Sint Maarten (Dutch part),1999,100.0,,,,,,100.0
Sint Maarten (Dutch part),2000,100.0,,,,,,100.0
Sint Maarten (Dutch part),2001,100.0,,,,,,100.0
Sint Maarten (Dutch part),2002,100.0,,,,,,100.0
Sint Maarten (Dutch part),2003,100.0,,,,,,100.0
Sint Maarten (Dutch part),2004,100.0,,,,,,100.0
Sint Maarten (Dutch part),2005,100.0,,,,,,100.0
Sint Maarten (Dutch part),2006,99.9,,,,,,100.0
Sint Maarten (Dutch part),2007,99.9,,,,,,100.0
Sint Maarten (Dutch part),2008,99.8,,,,,,100.0
Sint Maarten (Dutch part),2009,99.8,,,,,,100.0
Sint Maarten (Dutch part),2010,99.7,,,,,,100.0
Sint Maarten (Dutch part),2011,99.7,,,,,,100.0
Sint Maarten (Dutch part),2012,99.7,,,,,,100.0
Sint Maarten (Dutch part),2013,99.7,,,,,,100.0
Sint Maarten (Dutch part),2014,99.7,,,,,,100.0
Sint Maarten (Dutch part),2015,100.0,,,,,,100.0
Sint Maarten (Dutch part),2016,100.0,,,,,195.9076809,100.0
Sint Maarten (Dutch part),2017,100.0,,,,,,100.0
Sint Maarten (Dutch part),2018,100.0,,,,,,100.0
Sint Maarten (Dutch part),2019,100.0,,,,,,100.0
Sint Maarten (Dutch part),2020,100.0,,,,,,100.0
Sint Maarten (Dutch part),2021,100.0,,,,,,100.0
Sint Maarten (Dutch part),2022,100.0,,,,,,100.0
Sint Maarten (Dutch part),2023,100.0,,,,,,100.0
St. Kitts and Nevis,1975,,,,,,,
St. Kitts and Nevis,1976,,,,,,,
St. Kitts and Nevis,1977,,,,,,,
St. Kitts and Nevis,1978,,,,,,,
St. Kitts and Nevis,1979,,,,,,0.0,
St. Kitts and Nevis,1980,,,,,,0.0,35.027
St. Kitts and Nevis,1981,,,,,,0.0,35.206
St. Kitts and Nevis,1982,,,,,,0.0,35.385
St. Kitts and Nevis,1983,,,,,,0.0,35.564
St. Kitts and Nevis,1984,,,,,,0.0,35.744
St. Kitts and Nevis,1985,,,,,,0.0,35.882
St. Kitts and Nevis,1986,,,,27.217221627746,,0.0,35.754
St. Kitts and Nevis,1987,,,,28.5468513308808,,0.0,35.626
St. Kitts and Nevis,1988,,,,30.8598901098901,,0.0,35.498
St. Kitts and Nevis,1989,,,,32.5962283647636,,0.0,35.37
St. Kitts and Nevis,1990,,,,36.1532230559345,,0.0,35.243
St. Kitts and Nevis,1991,,,,30.4469819329151,,0.0,35.116
St. Kitts and Nevis,1992,,,,31.5974909915922,,0.0,34.989
St. Kitts and Nevis,1993,,,,29.0894147654811,,0.0,34.862
St. Kitts and Nevis,1994,,,,31.7790534442996,0.0,0.0,34.735
St. Kitts and Nevis,1995,91.3068161010742,,,36.4762905612628,,,34.609
St. Kitts and Nevis,1996,91.6711730957031,,,43.089072720277,,,34.474
St. Kitts and Nevis,1997,92.0354309082031,,,39.5160245482441,,,34.283
St. Kitts and Nevis,1998,92.3990020751953,,,44.0815503980116,,,34.093
St. Kitts and Nevis,1999,92.7612075805664,,,51.1329672514799,,,33.904
St. Kitts and Nevis,2000,93.1213836669922,,,52.767433369843,1.95,0.696104137,33.715
St. Kitts and Nevis,2001,93.4788360595703,,,52.2459940019826,2.26,0.469580356,33.526
St. Kitts and Nevis,2002,93.8328857421875,,,52.0857504046502,3.34,0.99479991,33.339
St. Kitts and Nevis,2003,94.182861328125,,,51.5630233460877,4.4,1.561628555,33.151
St. Kitts and Nevis,2004,94.5279922485352,,,51.5637493567668,5.86,2.639625173,32.965
St. Kitts and Nevis,2005,95.4,,,54.5263891038539,7.71,4.566607228,32.778
St. Kitts and Nevis,2006,93.5,,,55.6364946065961,21.2,10.80753934,32.598
St. Kitts and Nevis,2007,95.8,,,59.8304086369391,23.0,47.38213693,32.455
St. Kitts and Nevis,2008,96.0,,,54.6134508123838,24.7,62.25848003,32.312
St. Kitts and Nevis,2009,96.3,,,50.8051725865245,34.0,109.1492777,32.17
St. Kitts and Nevis,2010,96.5,,,54.2375609525162,38.5,108.8023211,32.028
St. Kitts and Nevis,2011,96.7,,64.4348768415195,54.6902376829384,43.5,137.1902584,31.886
St. Kitts and Nevis,2012,97.0,,63.6297903109183,54.4590341466716,49.2,157.9862584,31.744
St. Kitts and Nevis,2013,97.3,,62.909267678934,51.6980665777737,55.7,159.666709,31.603
St. Kitts and Nevis,2014,97.6,,62.3035314774433,54.7394240947412,63.0,168.7656899,31.463
St. Kitts and Nevis,2015,99.8,,67.3930135909244,55.0816994242226,63.2,161.8293016,31.322
St. Kitts and Nevis,2016,100.0,,66.8654055108238,58.8446525778029,64.0,159.2390052,31.182
St. Kitts and Nevis,2017,100.0,,66.3625051845707,60.2166427273679,64.6,161.202529,31.062
St. Kitts and Nevis,2018,100.0,,54.8215558357546,58.4331878889898,65.4,136.014564,30.964
St. Kitts and Nevis,2019,100.0,,57.0667681186989,59.1834278065739,66.2,152.7704541,30.885
St. Kitts and Nevis,2020,100.0,,56.6511100919906,55.3580261553056,67.0,160.2557127,30.827
St. Kitts and Nevis,2021,100.0,,50.8960381452412,52.3613412689151,67.8,160.8797556,30.79
St. Kitts and Nevis,2022,100.0,,50.5911172648844,53.8785064809441,68.6,149.9005465,30.773
St. Kitts and Nevis,2023,100.0,,47.6960173825486,51.4686526315015,69.4,136.7035547,30.776
St. Lucia,1975,,,,,,,
St. Lucia,1976,,,,,,,
St. Lucia,1977,,,,,,,
St. Lucia,1978,,,,,,,
St. Lucia,1979,,,,,,0.0,
St. Lucia,1980,,,,,,0.0,25.2
St. Lucia,1981,,,,,,0.0,25.465
St. Lucia,1982,,,,,,0.0,25.73
St. Lucia,1983,,,,,,0.0,25.998
St. Lucia,1984,,,,,,0.0,26.268
St. Lucia,1985,,,,,,0.0,26.54
St. Lucia,1986,,,,,,0.0,26.812
St. Lucia,1987,,,,35.5489130434783,,0.0,27.087
St. Lucia,1988,,,,35.2350476190476,,0.0,27.364
St. Lucia,1989,,,,39.7874747474747,,0.0,27.643
St. Lucia,1990,,,,39.1097744360902,,0.0,27.923
St. Lucia,1991,,,,35.0764359351988,,0.0,28.205
St. Lucia,1992,,,,32.859765625,,0.0,28.488
St. Lucia,1993,,,,30.0990196078431,,0.0,28.774
St. Lucia,1994,,,,30.8349112426036,0.0,0.0,29.061
St. Lucia,1995,,,,34.6133620689655,,,29.349
St. Lucia,1996,,,,39.5297564687976,,,29.572
St. Lucia,1997,,,,36.9637060702875,,,29.369
St. Lucia,1998,,,,37.6450211225106,,0.348031695,29.167
St. Lucia,1999,,,,37.3703296703297,0.306,0.656391945,28.965
St. Lucia,2000,,,,43.6166576527853,0.67,0.909273945,28.765
St. Lucia,2001,,,,44.6500778412039,0.992,1.029243377,28.565
St. Lucia,2002,,,,45.9428155339806,1.3,1.211309808,28.366
St. Lucia,2003,,,,50.293661971831,1.93,1.453341421,28.168
St. Lucia,2004,,,,53.8522058823529,5.09,1.567398119,27.971
St. Lucia,2005,86.0,,,53.1107218235542,8.18,1.681258328,27.774
St. Lucia,2006,89.9,,,56.0138609883487,14.6,8.846160978,27.473
St. Lucia,2007,87.7,,,58.8438046068308,21.0,60.71868848,26.329
St. Lucia,2008,88.5,,,63.9759336099585,21.4,61.49574705,25.216
St. Lucia,2009,89.3,,,63.9288477366255,21.6,63.88448841,24.133
St. Lucia,2010,90.1,,,56.1966991747937,24.5,63.43485313,23.085
St. Lucia,2011,90.9,,24.7121882216598,57.3071875,27.9,87.75176399,22.068
St. Lucia,2012,91.8,,24.2813962640141,62.5332028701892,30.0,103.8374383,21.084
St. Lucia,2013,92.7,,23.8704738700623,69.6993904268402,31.0,111.8158031,20.131
St. Lucia,2014,93.5,,23.4774090655182,85.6786023151377,32.5,115.9575277,19.213
St. Lucia,2015,94.2,,23.1020473193659,88.8712771202775,34.0,125.7827658,18.45
St. Lucia,2016,95.4,,22.7417090786471,93.513750652637,45.9,124.7660636,18.45
St. Lucia,2017,95.3,,22.3432696678557,90.8805128871388,49.4,121.8906988,18.45
St. Lucia,2018,97.2,,21.9401110623553,88.1706182402116,53.2,107.7498227,18.461
St. Lucia,2019,98.1,,21.606478963485,92.844575867407,57.3,106.9000074,18.482
St. Lucia,2020,99.0,,21.3222751602847,89.3973586757685,58.2,100.1326425,18.515
St. Lucia,2021,99.8,,21.0605818530407,79.3569492673838,59.2,99.73470908,18.558
St. Lucia,2022,99.9,,20.0919926233684,70.9056263574151,60.1,103.9665407,18.612
St. Lucia,2023,100.0,,16.3205063614495,64.0450337951676,61.1,82.75703734,18.678
St. Martin (French part),1990,,,,,,,
St. Martin (French part),1991,,,,,,,
St. Martin (French part),1992,,,,,,,
St. Martin (French part),1993,,,,,,,
St. Martin (French part),1994,,,,,,,
St. Martin (French part),1995,100.0,,,,,,
St. Martin (French part),1996,100.0,,,,,,
St. Martin (French part),1997,100.0,,,,,,
St. Martin (French part),1998,100.0,,,,,,
St. Martin (French part),1999,100.0,,,,,,
St. Martin (French part),2000,100.0,,,,,,
St. Martin (French part),2001,100.0,,,,,,
St. Martin (French part),2002,100.0,,,,,,
St. Martin (French part),2003,100.0,,,,,,
St. Martin (French part),2004,100.0,,,,,,
St. Martin (French part),2005,100.0,,,,,,
St. Martin (French part),2006,99.9,,,,,,
St. Martin (French part),2007,99.9,,,,,,
St. Martin (French part),2008,99.8,,,,,,
St. Martin (French part),2009,99.8,,,,,,
St. Martin (French part),2010,99.7,,,,,,
St. Martin (French part),2011,99.7,,,,,,
St. Martin (French part),2012,99.7,,,,,,
St. Martin (French part),2013,99.7,,,,,,
St. Martin (French part),2014,99.7,,,,,,
St. Martin (French part),2015,100.0,,,,,,
St. Martin (French part),2016,100.0,,,,,,
St. Martin (French part),2017,100.0,,,,,,
St. Martin (French part),2018,100.0,,,,,,
St. Martin (French part),2019,100.0,,,,,,
St. Martin (French part),2020,100.0,,,,,,
St. Martin (French part),2021,100.0,,,,,,
St. Martin (French part),2022,100.0,,,,,,
St. Martin (French part),2023,100.0,,,,,,
St. Vincent and the Grenadines,1975,,,,,,,
St. Vincent and the Grenadines,1976,,,,,,,
St. Vincent and the Grenadines,1977,,,,,,,
St. Vincent and the Grenadines,1978,,,,,,,
St. Vincent and the Grenadines,1979,,,,,,0.0,
St. Vincent and the Grenadines,1980,,,,,,0.0,33.225
St. Vincent and the Grenadines,1981,,,,,,0.0,33.747
St. Vincent and the Grenadines,1982,,,,36.5276352644277,,0.0,34.271
St. Vincent and the Grenadines,1983,,,,30.9659737003236,,0.0,34.8
St. Vincent and the Grenadines,1984,,,,26.9223622934677,,0.0,35.333
St. Vincent and the Grenadines,1985,,,,29.2182505495785,,0.0,35.87
St. Vincent and the Grenadines,1986,,,,28.3131650263012,,0.0,36.409
St. Vincent and the Grenadines,1987,,,,30.6006348528587,,0.0,36.953
St. Vincent and the Grenadines,1988,,,,31.8832617450751,,0.0,37.5
St. Vincent and the Grenadines,1989,,,,27.339749725874,,0.0,38.05
St. Vincent and the Grenadines,1990,,,,29.5504754159906,,0.0,38.602
St. Vincent and the Grenadines,1991,,,,25.0236261481884,,0.0,39.158
St. Vincent and the Grenadines,1992,,,,27.2998726219558,,0.0,39.717
St. Vincent and the Grenadines,1993,,,,24.9098535816629,,0.0,40.28
St. Vincent and the Grenadines,1994,,,,27.8656374658079,0.0,0.0,40.843
St. Vincent and the Grenadines,1995,,,,29.4125720121357,,,41.409
St. Vincent and the Grenadines,1996,66.8,,,32.7396055503597,,0.06182544,41.949
St. Vincent and the Grenadines,1997,69.1144332885742,,,31.4839982126073,,0.073049876,42.306
St. Vincent and the Grenadines,1998,70.46484375,,,34.6886808906459,,0.131643614,42.663
St. Vincent and the Grenadines,1999,71.8138961791992,,,34.4372934655154,0.129,0.188309072,43.021
St. Vincent and the Grenadines,2000,73.1609039306641,,,34.4072028252461,0.483,0.244990813,43.38
St. Vincent and the Grenadines,2001,74.5052032470703,,,36.4839791165481,0.926,0.302775736,43.741
St. Vincent and the Grenadines,2002,75.8460922241211,,,40.6713391622325,1.85,0.656949651,44.1
St. Vincent and the Grenadines,2003,77.1829071044922,,,44.5607919376103,2.78,1.245679597,44.461
St. Vincent and the Grenadines,2004,78.5148773193359,,,47.6216745830582,3.25,2.074473693,44.823
St. Vincent and the Grenadines,2005,80.0,,,48.2191183322264,5.09,6.592691018,45.186
St. Vincent and the Grenadines,2006,82.4,,,51.7211405387984,5.55,8.798589687,45.548
St. Vincent and the Grenadines,2007,82.4,,,51.2428747722865,6.46,55.62029211,45.914
St. Vincent and the Grenadines,2008,83.7,,,48.5293588393608,7.37,63.93861893,46.283
St. Vincent and the Grenadines,2009,84.9,,,48.0942356440852,9.2,63.0299352,46.656
St. Vincent and the Grenadines,2010,86.2,,,46.3766420519832,12.0,78.64771238,47.032
St. Vincent and the Grenadines,2011,87.5,,,43.3180971226765,16.0,99.69952357,47.412
St. Vincent and the Grenadines,2012,88.8,,,43.3134565297928,21.0,117.9321223,47.794
St. Vincent and the Grenadines,2013,90.1,,,44.611276125957,31.0,110.2640204,48.18
St. Vincent and the Grenadines,2014,91.4,,,46.2682260079483,33.7,120.5684854,48.569
St. Vincent and the Grenadines,2015,92.7,,,46.4055843349388,36.7,121.2571986,48.961
St. Vincent and the Grenadines,2016,94.1,,21.0050288510249,48.5520483734742,40.0,117.4948882,49.356
St. Vincent and the Grenadines,2017,95.4,,20.9390550327635,49.0096361352992,43.5,116.6849698,49.754
St. Vincent and the Grenadines,2018,96.8,,20.9037811251153,50.1952470935014,47.4,107.5810012,50.154
St. Vincent and the Grenadines,2019,98.1,,20.8937613686643,51.4966860941774,49.4,106.4696381,50.558
St. Vincent and the Grenadines,2020,99.4,,20.9071231798505,49.7557907383249,51.5,106.3097496,50.964
St. Vincent and the Grenadines,2021,99.7,,20.9148396939052,49.2545029138621,53.7,109.7548035,51.373
St. Vincent and the Grenadines,2022,100.0,,20.910209102091,49.4607995479588,56.0,106.8037614,51.784
St. Vincent and the Grenadines,2023,100.0,,17.2337387365207,48.0592826409293,59.6,91.85029164,52.198
Suriname,1975,,,,,,,
Suriname,1976,,,,,,,
Suriname,1977,,,,,,,
Suriname,1978,,,,,,,
Suriname,1979,,,,,,0.0,
Suriname,1980,,,,,,0.0,53.749
Suriname,1981,,,,,,0.0,56.064
Suriname,1982,,,,16.9087003222342,,0.0,58.346
Suriname,1983,,,,22.7853610286845,,0.0,60.597
Suriname,1984,,,,22.1738113795791,,0.0,62.803
Suriname,1985,,,,24.5356900067981,,0.0,64.96
Suriname,1986,,,,26.9079872204473,,0.0,65.035
Suriname,1987,,,,28.985534591195,,0.0,65.11
Suriname,1988,,,,30.7289088863892,,0.0,65.184
